split,Conversation_no,turn_count,unique_topics,q_avg,q_min,q_max,a_avg,a_min,a_max,passage_avg,passage_min,passage_max,total_session_tokens
train,403,15,7,8.8,4,16,16,2,39,142.1,60,189,2504
train,404,14,4,7.1,3,12,6.5,2,17,158.5,131,175,2410
train,405,11,3,7.1,5,10,6.7,3,16,165.1,139,207,1968
train,406,18,6,8.3,5,16,33.6,4,75,136.4,79,178,3210
train,407,15,6,7.5,4,11,14.2,3,64,152.3,89,189,2609
train,408,14,5,7.6,4,12,15.1,3,47,121.8,35,160,2023
train,409,10,4,9.5,6,13,7,2,16,113,20,169,1295
train,410,13,5,7.6,4,10,11,3,32,147,101,171,2153
train,411,18,4,8.3,4,14,24.3,2,67,149.6,114,173,3280
train,412,13,2,7.1,5,12,15.4,5,49,140.8,39,166,2123
train,413,13,4,8.4,4,12,15.6,2,45,109.1,42,158,1730
train,414,11,4,13.6,8,22,14.7,2,47,103.4,51,155,1449
train,415,7,3,7,4,12,5.9,2,11,110.1,33,143,861
train,416,12,4,7.4,5,10,13.1,2,48,127.3,40,170,1774
train,417,16,5,7.3,2,11,9.8,2,25,118,47,157,2162
train,418,17,3,7.6,5,17,16.1,3,47,129,38,160,2596
train,419,18,4,8.3,4,16,18.2,1,55,132.8,23,207,2868
train,420,15,5,8.3,5,14,21.5,3,140,156.5,47,224,2794
train,421,13,5,9.5,4,17,12.5,1,33,136.9,104,174,2066
train,422,11,5,10.4,5,15,10.8,1,28,132.5,43,178,1690
train,423,10,8,7.9,5,12,7.4,2,19,149.1,30,216,1644
train,424,14,6,12.1,4,32,18.1,4,50,134.4,48,164,2303
train,425,11,3,10.6,5,24,13.4,2,33,158.3,83,224,2005
train,426,14,5,8.9,4,12,21.9,2,65,149.1,51,193,2518
train,427,12,3,7.3,5,9,12.8,3,75,125.9,75,161,1753
train,428,10,5,8.1,5,12,18.8,2,49,141,82,179,1679
train,429,18,7,11.1,5,16,10.4,3,35,151.4,23,283,3112
train,430,18,4,6.9,4,13,15.5,1,39,142.8,77,175,2974
train,431,11,6,7.5,5,11,10.9,1,33,136.8,31,204,1707
train,432,14,6,8.5,5,16,15.4,2,47,151.2,63,216,2451
train,433,18,3,6.8,5,12,13.3,2,39,144.9,111,175,2970
train,434,11,4,9.7,6,15,6.2,2,13,163.2,131,187,1970
train,435,11,4,8,5,12,6.6,3,18,148.4,122,193,1793
train,436,10,2,8,5,11,17.9,4,44,94.5,41,151,1204
train,437,10,3,9.5,6,17,15,2,39,151.4,97,257,1759
train,438,12,3,7.6,5,11,12.5,3,24,141.8,100,188,1943
train,439,16,4,7.9,5,13,11.8,2,30,152.4,102,183,2752
train,440,10,4,7.7,5,13,9.2,2,32,152.3,133,173,1692
train,441,18,7,7.4,4,11,19.1,4,79,133.7,10,219,2885
train,442,16,5,7.6,3,17,14.4,4,60,133.2,36,261,2483
train,443,16,6,8.9,5,14,7.9,1,22,102.6,44,161,1911
train,444,14,5,8.8,5,21,13.6,2,46,124.2,84,167,2053
train,445,10,2,8.9,4,14,9.1,2,26,154.9,96,196,1729
train,446,10,2,7.3,2,13,5.4,1,10,156.8,74,233,1695
train,447,10,3,9,6,23,21.3,6,49,133.6,25,166,1639
train,448,17,6,7.7,4,13,15.6,1,43,152.1,109,191,2981
train,449,10,3,7.1,2,12,13.4,4,38,150.2,129,187,1707
train,450,11,2,9.7,6,17,16.7,2,36,120.5,24,153,1617
train,451,10,4,8.8,6,11,10,2,29,139.9,46,216,1587
train,452,17,5,7.8,5,11,22.8,2,47,111.1,14,163,2408
train,453,18,6,10.9,5,18,13.5,2,54,174.8,140,239,3586
train,454,14,3,8.1,5,11,15.6,1,46,141.5,70,186,2313
train,455,11,3,9.4,5,18,27.8,4,73,135.6,78,156,1901
train,456,12,5,8,5,13,13.3,1,40,123.8,39,200,1742
train,457,18,6,6.8,3,10,11.7,4,23,137.6,47,203,2809
train,458,11,4,9.2,4,17,14.2,1,64,173.6,112,237,2167
train,459,15,5,9.1,5,22,17.9,1,41,128.5,46,177,2333
train,460,18,2,6.2,5,11,16.7,7,40,147.1,46,177,3060
train,461,16,5,7.8,3,18,11.8,2,27,146.9,26,210,2664
train,462,10,2,8.1,4,13,5.5,1,14,164.5,139,215,1781
train,463,15,5,7.4,4,15,7.8,1,18,115.3,34,164,1958
train,464,16,5,8.3,5,15,16.4,3,66,136.8,69,180,2584
train,465,14,6,7,5,9,8.6,1,34,157.7,140,189,2426
train,466,18,5,7.2,5,12,16.2,2,60,130.6,11,192,2772
train,467,10,1,7.7,5,14,30.7,12,58,127,62,157,1654
train,468,20,8,7.7,4,15,13.8,1,50,143.7,54,209,3302
train,469,13,6,7.3,5,9,9.9,1,31,137,82,163,2005
train,470,11,3,6.5,5,10,20.5,3,43,124.1,56,155,1662
train,471,18,3,10.2,5,20,38.8,8,74,166.1,79,213,3871
train,472,18,4,9.9,6,17,18.1,1,51,146.3,126,175,3138
train,473,11,5,7.2,4,10,13.5,2,39,154.2,97,235,1924
train,474,10,3,7.6,4,11,9.2,1,33,150.4,119,199,1672
train,475,11,3,11.5,6,19,19.3,3,38,128.8,33,192,1755
train,476,10,3,8,5,12,30.4,3,73,126.9,84,144,1653
train,477,14,4,7.8,4,14,33,4,73,130,17,176,2391
train,478,15,6,7.6,5,13,26.8,2,67,155.7,109,172,2851
train,479,10,3,9.5,5,13,15.5,2,47,141.3,30,304,1663
train,480,18,5,8.1,4,13,8.1,1,40,128.9,46,161,2611
train,481,10,3,7.7,5,12,6.2,1,14,107.8,36,155,1217
train,482,10,5,8,6,10,11.5,1,32,144.7,130,161,1642
train,483,9,2,6.4,4,10,18.4,1,48,137.9,86,156,1465
train,484,19,6,6.4,2,12,8.7,1,23,138.3,85,169,2915
train,485,10,6,8.8,7,13,17.4,2,51,155.4,79,197,1816
train,486,5,2,8,5,11,5.6,1,17,133.2,118,137,734
train,487,17,7,8.8,5,14,11.9,2,34,147,94,176,2850
train,488,11,2,7.1,3,10,15.3,2,45,130.5,80,161,1681
train,489,10,2,9.8,5,22,54.9,2,168,142.4,121,204,2071
train,490,17,5,7.1,4,11,17.6,2,78,140.1,82,179,2800
train,491,18,5,9.1,5,16,19.7,1,110,148.2,70,175,3186
train,492,10,4,7.6,6,9,14.1,2,33,125.7,72,155,1474
train,493,11,5,7.5,4,12,14,2,50,129.2,26,170,1658
train,494,12,5,8.1,5,14,8.8,1,25,133.5,59,198,1804
train,495,14,3,9.4,5,13,13.8,3,42,140.6,84,177,2292
train,496,10,4,10,6,13,19.9,2,54,127.7,52,193,1576
train,497,18,3,7.1,4,11,9.9,2,28,108.7,51,148,2262
train,498,10,5,6.8,4,12,14.9,3,42,140.9,123,182,1626
train,499,18,5,6.4,4,13,14.7,3,53,133.2,46,201,2778
train,500,10,3,6.6,5,9,12.3,4,24,178.8,58,404,1977
train,501,11,6,10.6,4,16,9.3,3,22,139.5,59,180,1754
train,502,10,5,7.8,5,11,16.7,2,49,132,21,172,1565
train,503,14,5,9.4,6,14,22.6,4,62,148.4,71,201,2526
train,504,6,3,7.2,4,15,12.5,3,40,147.3,39,185,1002
train,505,7,2,8.4,5,12,13.6,2,27,135.6,100,145,1103
train,506,11,4,8.4,5,10,23.9,2,44,152.5,122,180,2032
train,507,11,4,8.5,5,13,11.5,4,24,121.6,27,153,1558
train,508,18,6,8.2,4,16,18.3,1,51,143.4,57,195,3060
train,509,11,5,8.9,5,14,11.1,2,43,153,143,177,1903
train,510,10,3,8.6,5,14,10.9,2,20,141.4,128,153,1609
train,511,18,5,8.3,5,18,31.1,1,59,121.1,47,189,2889
train,512,10,3,6.7,5,9,11,3,33,152.7,120,190,1704
train,513,16,4,8,4,18,16.2,2,68,147.1,75,204,2741
train,514,18,7,9,6,14,24.7,2,58,141.3,27,232,3151
train,515,6,1,7.2,5,9,17.7,2,48,151.3,106,210,1057
train,516,11,3,6.6,4,8,7.5,2,18,145.7,69,189,1758
train,517,11,6,8.2,5,12,11.5,2,44,148.5,115,164,1850
train,518,12,3,9.2,5,16,20.6,1,60,135.7,47,216,1985
train,519,20,7,7.2,5,10,8.7,1,31,125.8,39,170,2835
train,520,15,3,8.5,5,18,15.8,5,38,146.3,74,190,2559
train,521,10,5,8.5,5,13,27,4,84,141.3,100,164,1768
train,522,18,6,10.1,4,18,18.3,3,101,123.1,41,213,2727
train,523,14,6,8.9,4,13,11.9,1,37,131.9,81,169,2138
train,524,10,5,7.7,5,15,9.3,4,27,143,55,176,1600
train,525,11,3,9.4,5,15,24.8,1,51,150.8,106,225,2035
train,526,18,5,10.4,5,28,10.5,1,36,138.7,47,182,2873
train,527,7,2,8.7,6,14,20.6,3,59,143.7,127,161,1211
train,528,16,6,8,4,16,13.4,1,30,156.2,118,210,2842
train,529,6,3,7.8,5,11,11.5,2,29,150.7,129,165,1020
train,530,18,6,8.6,4,15,12.4,4,26,128.2,16,187,2685
train,531,18,6,7.2,4,13,19.4,2,69,147,80,173,3124
train,532,12,2,7.7,5,11,27.5,3,74,162.9,24,258,2377
train,533,18,5,7.5,4,11,19.6,2,72,140.6,46,185,3018
train,534,17,8,8.4,4,14,16.2,2,59,145.9,61,194,2898
train,535,13,2,7.3,5,11,6.2,2,15,147.2,123,177,2090
train,536,10,4,6.9,4,11,23,4,69,155.4,136,181,1853
train,537,11,6,7.8,5,14,11.7,4,26,144.4,19,188,1803
train,538,10,4,7.8,5,13,13.2,4,33,155.7,137,170,1767
train,539,13,5,9.5,6,14,19.8,4,36,128.4,63,179,2050
train,540,15,5,6.7,5,10,9.8,2,26,154.6,59,220,2567
train,541,10,3,6.5,4,10,11.2,2,39,160.3,109,205,1780
train,542,11,5,7.6,4,13,11.5,4,23,142.8,88,168,1781
train,543,11,3,8,5,11,24.7,2,70,119.8,22,187,1678
train,544,10,3,10.3,7,16,15,3,34,151.2,92,188,1765
train,545,10,4,9.3,6,14,33.1,13,75,148.2,117,198,1906
train,546,10,4,6.9,4,11,6.7,1,20,136.8,102,160,1504
train,547,10,4,7.6,5,10,19.7,3,58,154,137,215,1813
train,548,8,2,7.8,4,16,14,1,34,137.4,70,161,1273
train,549,15,3,6.7,4,11,12.2,2,33,153.5,122,177,2587
train,550,19,5,7.1,3,11,9.6,2,32,146.8,115,221,3106
train,551,13,3,7.8,5,17,6,1,17,129.5,15,164,1862
train,552,8,3,7.1,4,15,29.5,5,49,127.6,83,155,1314
train,553,12,6,7.4,4,12,7.8,2,17,145.6,122,166,1929
train,554,15,6,8.9,6,17,25.3,4,43,141.7,61,192,2637
train,555,18,6,6,4,10,13.4,1,43,123.2,39,186,2567
train,556,12,5,10,6,15,16.5,4,66,144.8,125,171,2056
train,557,16,4,7.4,5,11,18.5,1,62,149.6,54,205,2808
train,558,7,3,8.7,5,13,22.4,4,43,132.7,86,177,1147
train,559,11,3,8.7,6,13,9.8,2,24,146,87,188,1810
train,560,14,4,8.4,5,14,16.6,4,31,112.2,47,151,1920
train,561,16,3,7.6,5,11,17.4,2,63,135.1,45,190,2561
train,562,18,7,9.6,5,14,12.3,1,37,122.8,50,168,2604
train,563,18,6,7.4,4,12,15.2,1,45,128.6,43,182,2722
train,564,18,6,8.3,5,15,15.3,1,54,136.8,11,182,2886
train,565,17,5,8.5,5,14,23.1,2,53,157.8,67,226,3220
train,566,16,6,9.3,6,18,11.9,1,27,138.1,63,197,2549
train,567,8,4,8,6,10,12.4,3,31,106.2,28,154,1013
train,568,10,5,8.6,6,11,8.2,2,26,124.1,36,149,1409
train,569,13,5,7.9,5,10,5.9,1,17,143.6,119,158,2047
train,570,10,3,7.6,3,11,11.1,2,37,140.7,84,169,1594
train,571,18,6,8.4,5,17,20.4,2,54,148.2,128,179,3187
train,572,10,5,8.7,5,13,11.2,1,44,151.7,131,181,1716
train,573,12,6,8.8,5,14,17.8,4,31,88.7,14,167,1382
train,574,18,6,7.1,4,13,12.7,1,27,150.8,40,253,3072
train,575,10,4,7.4,6,10,24.9,3,62,143.4,95,168,1757
train,576,10,3,7.6,5,14,15.7,4,41,155.5,105,205,1788
train,577,11,4,9.5,5,19,9.7,3,22,138.4,71,154,1734
train,578,10,4,6.6,4,10,21.5,4,55,147.6,47,175,1757
train,579,21,5,9.2,5,25,18.1,1,44,159.9,84,240,3933
train,580,12,3,7.8,6,10,11.8,4,26,133.8,49,164,1839
train,581,10,3,8.1,5,10,13.2,1,27,143.2,96,175,1645
train,582,10,3,7.1,4,13,16.8,2,60,147.1,24,210,1710
train,583,18,4,7.1,5,12,10.1,1,38,131.2,64,224,2671
train,584,12,3,7.3,4,10,7.1,2,19,130.3,90,168,1737
train,585,11,3,7.8,5,11,39.8,7,77,139.1,94,169,2054
train,586,10,3,6.9,5,14,15.1,4,29,145.7,84,189,1677
train,587,10,8,9.9,6,15,14,4,31,125.7,26,155,1496
train,588,16,6,7.8,3,15,11.4,1,31,156,138,192,2803
train,589,13,6,7.4,5,12,6.6,4,12,146,45,238,2080
train,590,18,6,8.6,5,16,22.5,2,81,130.6,53,177,2909
train,591,13,4,11.3,4,20,16.7,2,53,132.6,74,159,2088
train,592,14,4,7.9,4,14,20.6,4,54,152,140,187,2527
train,593,13,6,9.5,5,14,17.3,2,40,141.3,30,205,2186
train,594,18,7,7.1,3,11,19.1,3,65,112.1,17,161,2490
train,595,10,5,8.7,4,14,19.2,5,55,156.5,141,188,1844
train,596,12,4,7.7,4,13,9.8,1,55,123.7,43,172,1693
train,597,14,6,7.6,4,16,16,1,44,131.3,46,183,2169
train,598,15,3,8.1,4,13,18.7,3,57,142.3,77,214,2536
train,599,11,3,7.9,4,13,16.2,2,80,161.6,120,206,2043
train,600,18,4,6.8,4,11,20.7,1,60,150.6,45,192,3205
train,601,11,4,7.6,5,10,11.3,4,29,105.7,28,158,1371
train,602,13,4,11.5,6,20,20.5,2,68,127.4,66,162,2072
train,603,18,5,8.8,4,15,17.5,2,38,144.8,29,182,3080
train,604,10,3,7.6,5,12,16.8,2,57,114.8,46,172,1392
train,605,16,6,6.9,5,11,14.2,2,36,149,31,186,2722
train,606,10,5,9.2,5,13,16,4,43,136.5,76,172,1617
train,607,10,3,7.9,5,10,10,2,27,146,138,150,1639
train,608,20,6,7.6,5,14,11.2,1,34,144.1,48,202,3258
train,609,18,6,9.1,5,27,13.3,3,42,152.6,91,196,3150
train,610,16,4,11.2,4,16,21.1,4,56,149.6,70,216,2910
train,611,13,5,8.8,5,16,17.8,4,55,140.7,66,164,2175
train,612,16,5,8,5,12,13,3,38,154.9,57,187,2815
train,613,18,3,7.8,5,18,16.8,3,41,138.9,57,274,2944
train,614,16,5,8.8,5,12,9.5,2,48,121.7,68,158,2239
train,615,10,4,8.1,5,14,17.7,2,50,129.9,56,162,1557
train,616,17,7,7.5,5,11,8.2,1,30,129.2,45,170,2464
train,617,13,4,9.2,5,21,33.5,7,93,145.2,112,196,2443
train,618,13,5,9.8,7,14,27.2,2,61,112.9,40,194,1949
train,619,10,3,8.2,5,11,18.6,4,43,132.5,48,172,1593
train,620,11,4,8.7,5,15,39.9,4,85,151.7,120,219,2204
train,621,15,7,7.9,5,16,13,3,25,116.9,33,163,2067
train,622,18,5,11.7,6,21,14.9,2,43,134.8,94,172,2905
train,623,17,4,8.2,4,16,8.6,1,30,158.1,126,277,2974
train,624,10,2,7.3,6,10,15.3,1,40,133,55,184,1556
train,625,12,7,11.2,7,17,17.5,2,43,147.7,119,171,2116
train,626,12,2,7.7,3,11,7.3,2,14,131.9,62,173,1763
train,627,12,3,8.8,4,14,11,4,32,148.5,130,179,2020
train,628,10,4,7.7,4,16,17.2,4,36,152.2,42,184,1771
train,629,11,4,12.1,6,18,22.4,4,54,139.6,64,165,1915
train,630,12,5,10,6,16,12.2,2,36,141.5,68,187,1965
train,631,18,6,7.2,5,11,20.6,4,65,157.2,125,212,3330
train,632,13,6,7.9,5,11,20.1,2,58,156.2,132,203,2394
train,633,17,7,8.8,6,11,8.2,1,28,137.1,36,170,2619
train,634,10,3,7.8,5,11,15.6,3,76,150,119,179,1734
train,635,12,4,7.2,4,12,30.8,4,61,130.2,18,152,2020
train,636,10,9,8,5,14,9.2,2,19,113.2,45,170,1304
train,637,10,3,8.8,6,12,14.2,4,28,140.4,65,160,1634
train,638,13,4,9.2,5,21,16.6,4,37,130.1,37,150,2026
train,639,15,3,8.1,5,12,13.4,2,38,150.7,130,187,2582
train,640,12,5,8.2,5,21,18.2,3,48,161.1,140,203,2250
train,641,20,7,6.8,2,10,9.7,2,35,134.3,74,173,3014
train,642,12,5,7.2,5,9,7.6,1,17,133.3,66,186,1777
train,643,18,4,5.9,4,11,14.4,2,48,144.3,34,204,2964
train,644,21,9,6.5,3,11,16.4,3,38,116.3,35,194,2924
train,645,5,1,7.6,6,8,13.4,2,35,139,118,153,800
train,646,12,5,9.1,5,14,11.9,4,34,143.2,62,175,1971
train,647,5,3,8,5,10,17.8,4,45,168.4,151,196,971
train,648,13,7,7.9,5,12,10.7,2,24,133.4,37,225,1976
train,649,10,4,7.9,4,12,20.4,2,61,143.9,72,217,1722
train,650,14,4,6.5,3,12,11.1,3,32,140.1,111,177,2208
train,651,6,2,9,5,11,12.8,3,37,129,83,155,905
train,652,10,4,9.1,6,13,10.9,4,21,151.1,130,171,1711
train,653,14,2,7.6,5,11,34.4,3,145,136.7,52,163,2502
train,654,10,4,7.2,5,10,17.6,6,37,135.4,80,171,1602
train,655,12,5,8.4,5,17,16.8,2,45,142.6,43,195,2014
train,656,10,3,7.7,4,13,16.9,4,37,145.5,118,170,1701
train,657,15,4,7.6,5,13,16.2,2,102,139.9,69,193,2455
train,658,19,8,8.7,4,14,29.4,4,62,131.3,31,256,3218
train,659,18,5,8.3,4,15,16.1,4,38,151,88,197,3158
train,660,11,3,7.5,5,11,17.2,2,50,161.7,57,306,2051
train,661,14,5,7.8,6,11,7.1,1,19,125,54,162,1959
train,662,15,2,10.5,5,23,15.5,2,54,148.7,124,193,2621
train,663,11,3,8.2,5,13,13,1,46,146.6,124,184,1846
train,664,10,6,8.2,5,10,6.8,2,19,144.8,131,171,1598
train,665,11,3,9.7,7,15,28.2,4,56,134.4,89,157,1895
train,666,16,5,8.6,5,12,17.5,1,36,149.2,79,202,2805
train,667,16,7,8.7,5,14,26.5,1,83,149.1,53,199,2948
train,668,12,4,8.2,6,13,16.5,4,34,121.2,32,157,1750
train,669,13,4,7.4,5,10,25.7,4,84,144.3,88,198,2306
train,670,14,5,8.3,5,17,12.6,1,44,139.8,59,177,2249
train,671,11,5,9,4,19,12.6,2,42,154.6,123,179,1939
train,672,11,2,6.7,4,12,8.5,4,16,128.7,63,161,1584
train,673,16,5,7.8,5,15,12.7,4,42,152.4,128,185,2767
train,674,16,4,8.1,5,12,15.6,2,55,128.6,32,235,2435
train,675,19,8,7,4,11,12.4,3,35,125.3,26,183,2748
train,676,10,3,9,6,11,23.1,4,47,138.2,64,186,1703
train,677,14,4,7.9,4,12,14.3,4,40,139.6,73,162,2265
train,678,10,2,8.6,5,15,29.3,8,57,128,14,184,1659
train,679,10,4,8.4,5,14,23.4,4,73,142,85,195,1738
train,680,15,4,9.2,6,12,25.9,2,63,128.7,73,153,2457
train,681,10,4,9,5,12,12.7,2,46,171.3,144,241,1930
train,682,17,3,7.3,5,10,15.2,2,39,143.5,27,205,2822
train,683,10,5,8.2,4,12,12,2,48,125.3,61,182,1455
train,684,10,4,10.4,4,19,21.2,2,51,139.9,81,198,1715
train,685,13,5,9.1,5,17,12.6,2,79,149.6,131,197,2227
train,686,19,5,7.2,4,16,9.3,2,27,129.9,67,181,2782
train,687,8,3,9,6,12,11.2,3,25,168.2,125,186,1508
train,688,12,4,8.6,6,12,16.6,4,30,133.8,16,182,1907
train,689,22,6,7.7,5,10,12.4,2,44,138.8,19,226,3495
train,690,14,3,6.5,2,12,4.4,1,9,129.4,84,181,1964
train,691,10,4,7.3,2,11,10.5,2,24,155.8,89,271,1736
train,692,11,3,8.5,4,14,23.7,3,37,157.4,125,190,2085
train,693,16,3,7.1,4,14,13.1,2,42,127.4,55,172,2362
train,694,20,7,7.2,4,13,10.6,2,27,181.2,100,229,3980
train,695,11,5,8.3,5,16,14.8,1,56,132.5,64,153,1711
train,696,10,6,7.8,4,11,9.4,4,28,125.9,58,185,1431
train,697,16,5,8.2,5,13,12.2,2,27,127.1,43,166,2360
train,698,18,5,6.4,2,12,11.3,1,36,128.3,48,191,2628
train,699,12,7,9.2,5,15,15.5,4,59,154.1,67,276,2145
train,700,15,3,9.9,4,17,14.3,5,52,156.9,57,210,2717
train,701,18,6,8.1,5,12,19.8,2,55,158.2,84,194,3351
train,702,17,7,7.9,5,11,12.8,1,45,156.9,131,230,3020
train,703,18,5,8.4,4,13,22,2,98,127.2,39,165,2837
train,704,13,4,9,6,16,20.2,4,59,146.8,40,226,2288
train,705,10,4,9.3,5,15,16.1,2,38,111.1,54,173,1365
train,706,7,2,6.9,5,10,8.9,2,31,124.7,57,163,983
train,707,15,3,7.5,5,11,20.9,4,84,133.1,61,183,2424
train,708,10,3,8.4,6,14,16,3,38,156.1,96,204,1805
train,709,10,3,7.4,5,11,4.6,1,8,145.6,9,205,1576
train,710,5,3,11.8,11,13,20.4,3,68,137.8,121,169,850
train,711,17,4,8,4,12,15.4,2,52,128.1,23,173,2575
train,712,11,3,8.9,5,14,12.7,1,30,165.9,126,203,2063
train,713,6,3,8.2,5,11,24.7,4,65,141.7,127,161,1047
train,714,11,4,7.5,5,12,20.6,4,44,111,28,185,1531
train,715,18,6,6.7,4,11,25.3,3,65,131.3,43,186,2939
train,716,8,4,8.5,5,12,10.2,2,50,144.5,67,175,1306
train,717,13,4,8.2,6,12,18.9,2,86,168.8,132,198,2546
train,718,11,6,8.5,5,15,12.5,4,28,167.1,64,222,2069
train,719,17,6,7,5,10,26.4,2,78,116.5,35,160,2549
train,720,15,5,9.1,4,15,5.4,1,14,126.3,40,148,2111
train,721,17,3,6.2,5,9,12.1,3,37,110.3,36,185,2186
train,722,18,3,6.4,4,9,23.7,4,60,128.2,13,182,2849
train,723,18,4,6.5,2,11,15.2,2,42,152.5,75,189,3136
train,724,15,4,7.9,5,13,15.1,1,38,146.6,97,168,2543
train,725,15,5,8.3,4,19,13.5,2,38,160.4,75,302,2734
train,726,12,3,7.6,4,11,12.3,2,39,148.9,35,188,2026
train,727,20,7,8.5,5,16,16.6,4,56,134.4,22,220,3191
train,728,16,8,9,5,20,14.5,4,27,147.1,130,198,2729
train,729,10,4,10.6,8,17,17.5,3,55,132.2,38,154,1603
train,730,16,5,7.3,5,12,30.1,2,70,147.4,23,256,2957
train,731,15,3,6.3,2,14,15.4,3,51,146.3,105,228,2520
train,732,14,4,8.1,5,13,24.9,2,56,128.5,26,178,2261
train,733,10,4,7.5,5,14,15,4,28,128.7,30,197,1512
train,734,16,7,8.6,3,15,8.6,1,35,153.7,81,244,2734
train,735,10,4,8.5,4,13,25.7,4,97,140.1,56,218,1743
train,736,14,4,8.6,6,14,8.4,1,30,133.9,101,160,2112
train,737,11,3,7.7,4,11,14.5,2,31,145.5,132,206,1845
train,738,12,4,9,5,13,16.9,7,44,131.4,38,175,1888
train,739,10,5,8.2,5,13,10.2,4,21,142.5,121,157,1609
train,740,18,6,10.6,6,19,16.1,2,34,153.6,14,213,3245
train,741,18,5,11.8,5,31,12.5,2,39,160.1,31,212,3319
train,742,10,3,8.4,5,15,16.9,2,47,136.9,101,164,1622
train,743,10,4,6.8,5,15,17.4,4,29,137.9,57,169,1621
train,744,14,4,7,4,11,15.1,3,46,148.9,85,190,2395
train,745,10,3,7.2,5,9,13.2,2,28,135.6,71,169,1560
train,746,18,4,8.4,5,15,11.6,3,28,134.9,37,167,2789
train,747,16,4,9.2,5,27,12,1,37,147.8,108,193,2705
train,748,16,8,8.2,4,12,7.9,1,30,121.3,32,188,2200
train,749,10,3,7.4,5,11,15.8,1,69,145.1,25,171,1683
train,750,14,4,8.4,5,15,19.1,4,94,122.4,16,172,2099
train,751,11,3,8,5,11,14.4,4,42,138.1,55,161,1765
train,752,11,3,10.5,6,17,23,2,50,115.6,34,216,1641
train,753,12,4,6.8,3,11,14.3,3,39,133.5,29,169,1855
train,754,12,3,8.8,5,15,16.5,2,55,142.5,38,172,2013
train,755,13,3,8.2,6,12,14.2,1,38,126.8,47,163,1938
train,756,11,6,8.4,5,11,13.8,3,45,140.2,39,178,1786
train,757,18,6,6.4,4,12,24.4,1,72,131.3,37,215,2917
train,758,11,5,7.5,4,13,20.5,4,49,140.5,60,187,1853
train,759,10,5,8.3,5,13,13.4,4,29,151,98,194,1727
train,760,16,6,8.2,4,14,10.9,2,29,148.1,99,200,2676
train,761,12,5,8.4,5,15,19.7,1,61,155.2,86,191,2199
train,762,12,3,7.2,4,10,18.6,4,34,130.2,73,181,1872
train,763,18,4,8.1,3,15,11.8,1,28,149.6,120,175,3051
train,764,10,5,8.3,5,17,18.1,3,42,129.1,113,142,1555
train,765,12,5,8.7,5,15,6.2,1,13,126.6,49,148,1698
train,766,20,9,7.3,4,11,9.2,3,23,120.8,52,173,2745
train,767,18,6,10.4,5,26,14,2,33,128.1,50,207,2746
train,768,16,4,7.4,5,11,11.3,1,62,154.8,119,185,2776
train,769,11,6,12.6,5,22,15.9,4,33,132,92,176,1766
train,770,12,5,6.8,5,11,12.8,4,40,139,104,167,1902
train,771,12,6,11.2,5,25,30.2,3,80,131.8,27,157,2080
train,772,14,10,8.9,6,13,11.9,3,28,158.9,20,318,2516
train,773,10,3,6.7,4,10,12.2,4,24,154.9,118,191,1738
train,774,18,5,7.4,4,11,13,2,36,117.9,17,170,2489
train,775,10,3,7.9,5,12,12.7,2,28,152,53,216,1726
train,776,11,2,9.3,6,16,21.5,2,59,140.1,29,217,1879
train,777,12,3,9.7,6,15,11.5,2,32,125.6,32,169,1761
train,778,14,5,7.9,5,12,14.2,1,50,151.3,122,176,2428
train,779,15,4,9.3,4,15,23.5,2,89,147.9,31,288,2711
train,780,18,9,9.8,5,18,14.6,3,34,152.4,128,208,3183
train,781,10,3,11.4,7,19,18,4,35,145.2,120,182,1746
train,782,14,5,7.7,4,10,14.9,1,37,142,67,218,2305
train,783,20,7,8.0,5,12,23.7,2,84,150.1,24,198,3634
train,784,16,5,10.4,5,21,17.4,3,46,140.6,111,172,2696
train,785,13,5,8,6,12,14.1,2,40,163.1,141,226,2407
train,786,10,3,7.8,4,12,27.9,4,64,136.7,122,155,1724
train,787,14,5,6.6,4,11,10.7,3,46,145.4,124,231,2279
train,788,18,4,9.1,4,15,19.6,2,100,150.1,38,206,3217
train,789,15,4,9.2,6,18,15.1,2,45,138.1,81,220,2437
train,790,16,4,7.9,5,20,10.7,2,26,142.9,14,239,2583
train,791,9,4,8.2,6,10,12.4,4,33,149.9,123,187,1535
train,792,11,3,9.5,6,16,12.5,3,40,150.7,116,169,1900
train,793,10,3,13.5,5,22,23.8,1,68,144.9,104,162,1822
train,794,18,7,8.2,5,11,17.7,3,44,140.2,55,187,2988
train,795,5,3,9.6,7,15,25.2,4,65,128.6,80,145,817
train,796,10,5,7.8,5,12,20,3,51,133.5,83,156,1613
train,797,12,5,8.2,6,14,14.2,4,27,152,57,189,2094
train,798,12,5,7.6,5,12,13,2,27,131.5,57,261,1825
train,799,11,4,6.6,2,10,8.3,2,24,144.4,104,171,1752
train,800,15,6,9,5,17,26.6,4,102,130.8,39,193,2496
train,801,8,2,7.6,5,14,34.8,10,54,103.6,44,168,1168
train,802,17,5,7.4,2,18,11.8,2,48,158.4,119,188,3019
train,803,10,2,7.6,4,12,25.4,8,47,159.8,145,184,1928
train,804,12,4,6.8,5,9,16.3,2,53,131.3,86,158,1854
train,805,10,4,10,6,19,17.3,1,43,138.7,108,174,1660
train,806,16,4,8.5,5,16,13.4,2,29,132.9,51,203,2477
