feedback_config,task_id,turn_count,q_avg,q_min,q_max,a_avg,a_min,a_max,total_turn_tokens,final_label
CF_EF_UNIT_SNF,BigCodeBench/288,10,1,1,1,230.8,197,269,2318,pass
CF_EF_UNIT_SNF,BigCodeBench/289,10,1,1,1,462.4,385,553,4634,pass
CF_EF_UNIT_SNF,BigCodeBench/290,10,8,8,8,388.7,251,555,3967,fail
CF_EF_UNIT_SNF,BigCodeBench/291,10,268.8,221,310,182,155,219,4508,fail
CF_EF_UNIT_SNF,BigCodeBench/292,10,8,8,8,285.6,220,364,2936,fail
CF_EF_UNIT_SNF,BigCodeBench/293,10,1,1,1,326.5,275,387,3275,pass
CF_EF_UNIT_SNF,BigCodeBench/294,10,192.3,8,472,165.7,43,317,3580,fail
CF_EF_UNIT_SNF,BigCodeBench/295,10,1,1,1,282.1,227,347,2831,pass
CF_EF_UNIT_SNF,BigCodeBench/296,10,1,1,1,355.4,315,403,3564,pass
CF_EF_UNIT_SNF,BigCodeBench/297,10,1,1,1,173.7,151,199,1747,pass
CF_EF_UNIT_SNF,BigCodeBench/298,10,118.4,83,377,129.3,68,565,2477,fail
CF_EF_UNIT_SNF,BigCodeBench/299,10,8,8,8,263.2,222,310,2712,fail
CF_EF_UNIT_SNF,BigCodeBench/300,10,48.3,8,411,158.2,51,475,2065,fail
CF_EF_UNIT_SNF,BigCodeBench/301,10,313.6,247,413,367.9,365,382,6815,fail
CF_EF_UNIT_SNF,BigCodeBench/302,10,104.4,1,398,463.9,391,561,5683,pass
CF_EF_UNIT_SNF,BigCodeBench/303,10,540.8,540,546,485.7,484,501,10265,fail
CF_EF_UNIT_SNF,BigCodeBench/304,10,1819.4,1773,1826,217.2,210,282,20366,fail
CF_EF_UNIT_SNF,BigCodeBench/305,10,196.9,190,212,221.8,218,232,4187,fail
CF_EF_UNIT_SNF,BigCodeBench/306,10,206.1,200,210,230,228,236,4361,fail
CF_EF_UNIT_SNF,BigCodeBench/307,10,198.7,194,219,204.4,203,217,4031,fail
CF_EF_UNIT_SNF,BigCodeBench/308,10,148.4,84,664,154.2,137,309,3026,fail
CF_EF_UNIT_SNF,BigCodeBench/309,10,1228.2,273,1343,290.6,269,321,15188,fail
CF_EF_UNIT_SNF,BigCodeBench/310,10,345.9,345,346,295.5,295,300,6414,fail
CF_EF_UNIT_SNF,BigCodeBench/311,10,259.9,251,262,353.8,352,370,6137,fail
CF_EF_UNIT_SNF,BigCodeBench/312,10,1,1,1,233.7,157,325,2347,pass
CF_EF_UNIT_SNF,BigCodeBench/313,10,149.3,147,150,359.8,359,367,5091,fail
CF_EF_UNIT_SNF,BigCodeBench/314,10,344.9,336,347,300.5,299,314,6454,fail
CF_EF_UNIT_SNF,BigCodeBench/315,10,1,1,1,487.8,382,614,4888,pass
CF_EF_UNIT_SNF,BigCodeBench/316,10,237.5,214,369,243.9,240,255,4814,fail
CF_EF_UNIT_SNF,BigCodeBench/317,10,362.9,276,665,227.7,223,251,5906,fail
CF_EF_UNIT_SNF,BigCodeBench/318,10,104.5,79,275,700.5,277,801,8050,fail
CF_EF_UNIT_SNF,BigCodeBench/319,10,2440.2,2376,2451,202.4,201,215,26426,fail
CF_EF_UNIT_SNF,BigCodeBench/320,10,546.9,528,555,98.5,94,99,6454,fail
CF_EF_UNIT_SNF,BigCodeBench/321,10,396.6,74,1254,667.8,375,855,10644,fail
CF_EF_UNIT_SNF,BigCodeBench/322,10,520.5,475,852,325.8,239,363,8463,fail
CF_EF_UNIT_SNF,BigCodeBench/323,10,121.5,79,445,779.7,457,845,9012,fail
CF_EF_UNIT_SNF,BigCodeBench/324,10,354.6,347,375,246.9,246,255,6015,fail
CF_EF_UNIT_SNF,BigCodeBench/325,10,1,1,1,267.4,214,326,2684,pass
CF_EF_UNIT_SNF,BigCodeBench/326,10,670.5,602,838,228.9,228,237,8994,fail
CF_EF_UNIT_SNF,BigCodeBench/327,10,428.6,364,466,162.7,160,187,5913,fail
CF_EF_UNIT_SNF,BigCodeBench/328,10,1,1,1,281.7,241,329,2827,pass
CF_EF_UNIT_SNF,BigCodeBench/329,10,258.9,258,263,196.5,194,219,4554,fail
CF_EF_UNIT_SNF,BigCodeBench/330,10,1,1,1,195,172,220,1960,pass
CF_EF_UNIT_SNF,BigCodeBench/331,10,1,1,1,212.8,185,241,2138,pass
CF_EF_UNIT_SNF,BigCodeBench/332,10,129.7,82,519,724.6,209,839,8543,fail
CF_EF_UNIT_SNF,BigCodeBench/333,10,1,1,1,196.2,172,220,1972,pass
CF_EF_UNIT_SNF,BigCodeBench/334,10,1023.9,82,2115,516.5,223,767,15404,fail
CF_EF_UNIT_SNF,BigCodeBench/335,10,1,1,1,320.3,204,460,3213,pass
CF_EF_UNIT_SNF,BigCodeBench/336,10,1,1,1,238.6,187,299,2396,pass
CF_EF_UNIT_SNF,BigCodeBench/337,10,8,8,8,496,401,609,5040,fail
CF_EF_UNIT_SNF,BigCodeBench/338,10,196.1,192,217,236,234,246,4321,fail
CF_EF_UNIT_SNF,BigCodeBench/339,10,1,1,1,267,219,323,2680,pass
CF_EF_UNIT_SNF,BigCodeBench/340,10,147.6,143,159,284.9,284,293,4325,fail
CF_EF_UNIT_SNF,BigCodeBench/341,10,94.4,82,112,639.2,421,844,7336,fail
CF_EF_UNIT_SNF,BigCodeBench/342,10,1,1,1,233.8,200,272,2348,pass
CF_EF_UNIT_SNF,BigCodeBench/343,10,374.8,347,387,401.9,395,408,7767,fail
CF_EF_UNIT_SNF,BigCodeBench/344,10,91.4,81,118,31.5,12,198,1229,fail
CF_EF_UNIT_SNF,BigCodeBench/345,10,8,8,8,368.4,331,411,3764,fail
CF_EF_UNIT_SNF,BigCodeBench/346,10,8,8,8,184.7,140,236,1927,fail
CF_EF_UNIT_SNF,BigCodeBench/347,10,1,1,1,467,358,598,4680,pass
CF_EF_UNIT_SNF,BigCodeBench/348,10,380.3,374,392,278.4,271,285,6587,fail
CF_EF_UNIT_SNF,BigCodeBench/349,10,101.5,79,245,86.9,24,363,1884,fail
CF_EF_UNIT_SNF,BigCodeBench/350,10,138,138,138,403.2,402,414,5412,fail
CF_EF_UNIT_SNF,BigCodeBench/351,10,1,1,1,311.1,280,344,3121,pass
CF_EF_UNIT_SNF,BigCodeBench/352,10,109.7,79,327,772,455,848,8817,fail
CF_EF_UNIT_SNF,BigCodeBench/353,10,8,8,8,405.1,374,438,4131,fail
CF_EF_UNIT_SNF,BigCodeBench/354,10,151.5,79,745,784.2,438,855,9357,fail
CF_EF_UNIT_SNF,BigCodeBench/355,10,1,1,1,384.9,308,476,3859,pass
CF_EF_UNIT_SNF,BigCodeBench/356,10,8,8,8,380,325,445,3880,fail
CF_EF_UNIT_SNF,BigCodeBench/357,10,1,1,1,355,293,429,3560,pass
CF_EF_UNIT_SNF,BigCodeBench/358,10,1,1,1,324.7,302,350,3257,pass
CF_EF_UNIT_SNF,BigCodeBench/359,10,1,1,1,305.8,265,353,3068,pass
CF_EF_UNIT_SNF,BigCodeBench/360,10,88.9,79,119,739.2,403,822,8281,fail
CF_EF_UNIT_SNF,BigCodeBench/361,10,1,1,1,422,290,578,4230,pass
CF_EF_UNIT_SNF,BigCodeBench/362,10,87.5,73,147,1220,320,1534,13075,fail
CF_EF_UNIT_SNF,BigCodeBench/363,10,8,8,8,304.7,199,431,3127,timeout
CF_EF_UNIT_SNF,BigCodeBench/364,10,27.5,1,266,611.4,435,827,6389,pass
CF_EF_UNIT_SNF,BigCodeBench/365,10,135,124,144,238.7,237,249,3737,fail
CF_EF_UNIT_SNF,BigCodeBench/366,10,1,1,1,247.1,138,378,2481,pass
CF_EF_UNIT_SNF,BigCodeBench/367,10,8,8,8,475.5,417,545,4835,fail
CF_EF_UNIT_SNF,BigCodeBench/368,10,8,8,8,238.9,204,276,2469,fail
CF_EF_UNIT_SNF,BigCodeBench/369,10,1,1,1,324.4,266,394,3254,pass
CF_EF_UNIT_SNF,BigCodeBench/370,10,26.2,1,253,313.5,269,365,3397,pass
CF_EF_UNIT_SNF,BigCodeBench/371,10,144.4,1,1435,197,150,254,3414,pass
CF_EF_UNIT_SNF,BigCodeBench/372,10,8,8,8,312.6,268,364,3206,fail
CF_EF_UNIT_SNF,BigCodeBench/373,10,679.3,525,744,319.4,318,332,9987,fail
CF_EF_UNIT_SNF,BigCodeBench/374,10,201.2,153,211,314.8,312,332,5160,fail
CF_EF_UNIT_SNF,BigCodeBench/375,10,369.6,356,373,163.5,151,177,5331,fail
CF_EF_UNIT_SNF,BigCodeBench/376,10,8,8,8,311.4,217,425,3194,fail
CF_EF_UNIT_SNF,BigCodeBench/377,10,12.1,1,112,216.1,165,277,2282,pass
CF_EF_UNIT_SNF,BigCodeBench/378,10,103.8,73,129,202,148,424,3058,fail
CF_EF_UNIT_SNF,BigCodeBench/379,10,1,1,1,300.4,170,458,3014,pass
CF_EF_UNIT_SNF,BigCodeBench/380,10,8,8,8,214.2,181,253,2222,fail
CF_EF_UNIT_SNF,BigCodeBench/381,10,1,1,1,386.3,287,503,3873,pass
CF_EF_UNIT_SNF,BigCodeBench/382,10,94.5,79,175,731.7,274,838,8262,fail
CF_EF_UNIT_SNF,BigCodeBench/383,10,412.6,187,1999,237.4,224,262,6500,fail
CF_EF_UNIT_SNF,BigCodeBench/384,10,121.6,74,481,1102.5,499,1287,12241,fail
CF_EF_UNIT_SNF,BigCodeBench/385,10,1174.6,1150,1182,289,288,298,14636,fail
CF_EF_UNIT_SNF,BigCodeBench/386,10,198.9,198,199,193.7,192,209,3926,fail
CF_EF_UNIT_SNF,BigCodeBench/387,10,846.4,830,861,340.7,339,356,11871,fail
CF_EF_UNIT_SNF,BigCodeBench/388,10,105.5,74,326,1294.2,249,1651,13997,fail
CF_EF_UNIT_SNF,BigCodeBench/389,10,118,79,440,849.3,119,1385,9673,fail
CF_EF_UNIT_SNF,BigCodeBench/390,10,1,1,1,244.5,196,300,2455,pass
CF_EF_UNIT_SNF,BigCodeBench/391,10,8,8,8,317.8,284,356,3258,fail
CF_EF_UNIT_SNF,BigCodeBench/392,10,56.4,8,254,430.5,355,537,4869,fail
CF_EF_UNIT_SNF,BigCodeBench/393,10,1,1,1,309.6,250,378,3106,pass
CF_EF_UNIT_SNF,BigCodeBench/394,10,8,8,8,197.6,164,236,2056,fail
CF_EF_UNIT_SNF,BigCodeBench/395,10,89.9,79,129,745.1,397,830,8350,fail
CF_EF_UNIT_SNF,BigCodeBench/396,10,87,79,100,681.3,159,790,7683,fail
CF_EF_UNIT_SNF,BigCodeBench/397,10,571.9,492,594,218.1,192,289,7900,fail
CF_EF_UNIT_SNF,BigCodeBench/398,10,8,8,8,138.5,116,164,1465,fail
CF_EF_UNIT_SNF,BigCodeBench/399,10,98.9,82,125,548.4,295,800,6473,fail
CF_EF_UNIT_SNF,BigCodeBench/400,10,176,79,557,711.6,315,845,8876,fail
CF_EF_UNIT_SNF,BigCodeBench/401,10,19.7,1,188,199.9,149,261,2196,pass
CF_EF_UNIT_SNF,BigCodeBench/402,10,39.7,8,325,311.3,206,438,3510,fail
CF_EF_UNIT_SNF,BigCodeBench/403,10,101.7,79,247,738.3,309,834,8400,fail
CF_EF_UNIT_SNF,BigCodeBench/404,10,1,1,1,274.2,240,327,2752,pass
CF_EF_UNIT_SNF,BigCodeBench/405,10,1,1,1,213.4,180,252,2144,pass
CF_EF_UNIT_SNF,BigCodeBench/406,10,1,1,1,407.5,338,490,4085,pass
CF_EF_UNIT_SNF,BigCodeBench/407,10,8,8,8,304,248,368,3120,fail
CF_EF_UNIT_SNF,BigCodeBench/408,10,106.9,79,282,656.4,34,793,7633,fail
CF_EF_UNIT_SNF,BigCodeBench/409,10,97.8,82,132,1032.2,326,1544,11300,fail
CF_EF_UNIT_SNF,BigCodeBench/410,10,107.4,79,162,929.1,341,1595,10365,fail
CF_EF_UNIT_SNF,BigCodeBench/411,10,8,8,8,253.2,222,286,2612,fail
CF_EF_UNIT_SNF,BigCodeBench/412,10,1,1,1,245.6,201,297,2466,pass
CF_EF_UNIT_SNF,BigCodeBench/413,10,163.1,124,262,162.6,154,173,3257,fail
CF_EF_UNIT_SNF,BigCodeBench/414,10,788.2,280,1193,299.5,289,309,10877,fail
CF_EF_UNIT_SNF,BigCodeBench/415,10,98.1,8,681,103.9,31,144,2020,fail
CF_EF_UNIT_SNF,BigCodeBench/416,10,230.1,217,234,237.3,229,279,4674,fail
CF_EF_UNIT_SNF,BigCodeBench/417,10,96.7,77,213,695.9,384,773,7926,fail
CF_EF_UNIT_SNF,BigCodeBench/418,10,8,8,8,469.4,364,596,4774,fail
CF_EF_UNIT_SNF,BigCodeBench/419,10,8,8,8,435.8,334,558,4438,fail
CF_EF_UNIT_SNF,BigCodeBench/420,10,184.5,87,508,487.1,31,1391,6716,fail
CF_EF_UNIT_SNF,BigCodeBench/421,10,1,1,1,665.2,502,862,6662,pass
CF_EF_UNIT_SNF,BigCodeBench/422,10,157.7,155,158,248.2,238,340,4059,fail
CF_EF_UNIT_SNF,BigCodeBench/423,10,1,1,1,417.8,373,469,4188,pass
CF_EF_UNIT_SNF,BigCodeBench/424,10,129.1,79,521,799.6,642,1418,9287,fail
CF_EF_UNIT_SNF,BigCodeBench/425,10,24,8,168,429.4,376,488,4534,fail
CF_EF_UNIT_SNF,BigCodeBench/426,10,177,177,177,390.5,389,404,5675,fail
CF_EF_UNIT_SNF,BigCodeBench/427,10,8,8,8,403.4,332,484,4114,fail
CF_EF_UNIT_SNF,BigCodeBench/428,10,363.6,273,484,190.4,162,246,5540,fail
CF_EF_UNIT_SNF,BigCodeBench/429,10,1232.9,1155,1698,238.2,237,249,14711,fail
CF_EF_UNIT_SNF,BigCodeBench/430,10,8,8,8,277.3,228,332,2853,fail
CF_EF_UNIT_SNF,BigCodeBench/431,10,24.2,8,170,427.5,383,479,4517,fail
CF_EF_UNIT_SNF,BigCodeBench/432,10,141.8,79,447,702.1,386,823,8439,fail
CF_EF_UNIT_SNF,BigCodeBench/433,10,107.4,79,198,595.3,180,766,7027,fail
CF_EF_UNIT_SNF,BigCodeBench/434,10,125.5,79,485,794.8,500,838,9203,fail
CF_EF_UNIT_SNF,BigCodeBench/435,10,8,8,8,317,278,358,3250,fail
CF_EF_UNIT_SNF,BigCodeBench/436,10,166.6,79,896,777.1,274,859,9437,fail
CF_EF_UNIT_SNF,BigCodeBench/437,10,8,8,8,168.1,145,193,1761,fail
CF_EF_UNIT_SNF,BigCodeBench/438,10,8,8,8,308.7,264,360,3167,fail
CF_EF_UNIT_SNF,BigCodeBench/439,10,111.1,79,341,740,264,828,8511,fail
CF_EF_UNIT_SNF,BigCodeBench/440,10,103.6,82,234,58.5,41,216,1621,fail
CF_EF_UNIT_SNF,BigCodeBench/441,10,95.4,79,184,733.6,336,786,8290,fail
CF_EF_UNIT_SNF,BigCodeBench/442,10,184.7,82,740,504.9,226,771,6896,fail
CF_EF_UNIT_SNF,BigCodeBench/443,10,195.3,79,1183,691.7,388,763,8870,fail
CF_EF_UNIT_SNF,BigCodeBench/444,10,1,1,1,303.1,262,350,3041,pass
CF_EF_UNIT_SNF,BigCodeBench/445,10,1,1,1,371,371,371,3720,pass
CF_EF_UNIT_SNF,BigCodeBench/446,10,1,1,1,232.9,180,292,2339,pass
CF_EF_UNIT_SNF,BigCodeBench/447,10,8,8,8,286.5,220,364,2945,fail
CF_EF_UNIT_SNF,BigCodeBench/448,10,1,1,1,342.6,280,416,3436,pass
CF_EF_UNIT_SNF,BigCodeBench/449,10,264.7,259,280,151,145,205,4157,fail
CF_EF_UNIT_SNF,BigCodeBench/450,10,8,8,8,336.5,255,431,3445,fail
CF_EF_UNIT_SNF,BigCodeBench/451,10,93.9,79,138,640,335,722,7339,fail
CF_EF_UNIT_SNF,BigCodeBench/452,10,8,8,8,380.2,281,497,3882,fail
CF_EF_UNIT_SNF,BigCodeBench/453,10,1,1,1,151.6,111,199,1526,pass
CF_EF_UNIT_SNF,BigCodeBench/454,10,8,8,8,319.8,286,358,3278,fail
CF_EF_UNIT_SNF,BigCodeBench/455,10,1,1,1,319.9,261,389,3209,pass
CF_EF_UNIT_SNF,BigCodeBench/456,10,8,8,8,277.4,189,381,2854,fail
CF_EF_UNIT_SNF,BigCodeBench/457,10,130.5,79,314,636,272,883,7665,fail
CF_EF_UNIT_SNF,BigCodeBench/458,10,152,87,626,1143.5,300,1419,12955,fail
CF_EF_UNIT_SNF,BigCodeBench/459,10,8,8,8,215.7,164,276,2237,fail
CF_EF_UNIT_SNF,BigCodeBench/460,10,8,8,8,216.1,186,250,2241,fail
CF_EF_UNIT_SNF,BigCodeBench/461,10,101.9,82,172,161.9,41,821,2638,fail
CF_EF_UNIT_SNF,BigCodeBench/462,10,447.6,388,677,306.8,303,341,7544,fail
CF_EF_UNIT_SNF,BigCodeBench/463,10,127.1,79,501,747.5,349,822,8746,fail
CF_EF_UNIT_SNF,BigCodeBench/464,10,1,1,1,240.7,193,297,2417,pass
CF_EF_UNIT_SNF,BigCodeBench/465,10,1,1,1,195.7,130,274,1967,pass
CF_EF_UNIT_SNF,BigCodeBench/466,10,1,1,1,203.9,95,335,2049,pass
CF_EF_UNIT_SNF,BigCodeBench/467,10,1,1,1,153.8,113,201,1548,pass
CF_EF_UNIT_SNF,BigCodeBench/468,10,8,8,8,249.3,211,291,2573,fail
CF_EF_UNIT_SNF,BigCodeBench/469,10,363.3,362,375,380.9,378,407,7442,fail
CF_EF_UNIT_SNF,BigCodeBench/470,10,219.5,219,224,227.9,227,236,4474,fail
CF_EF_UNIT_SNF,BigCodeBench/471,10,800.6,614,921,94.9,94,103,8955,fail
CF_EF_UNIT_SNF,BigCodeBench/472,10,96.3,74,228,1264,447,1505,13603,fail
CF_EF_UNIT_SNF,BigCodeBench/473,10,152.2,82,288,730.1,336,829,8823,fail
CF_EF_UNIT_SNF,BigCodeBench/474,10,99.6,82,218,702.1,383,779,8017,fail
CF_EF_UNIT_SNF,BigCodeBench/475,10,223.5,191,292,486.9,484,507,7104,fail
CF_EF_UNIT_SNF,BigCodeBench/476,10,41.5,8,191,326.5,273,377,3680,fail
CF_EF_UNIT_SNF,BigCodeBench/477,10,338.6,1,1943,241.9,174,311,5805,pass
CF_EF_UNIT_SNF,BigCodeBench/478,10,264.4,259,271,141.2,140,152,4056,fail
CF_EF_UNIT_SNF,BigCodeBench/479,10,8,8,8,449.9,409,497,4579,fail
CF_EF_UNIT_SNF,BigCodeBench/480,10,98.1,79,211,603,21,817,7011,fail
CF_EF_UNIT_SNF,BigCodeBench/481,10,103.2,79,246,240.5,17,818,3437,fail
CF_EF_UNIT_SNF,BigCodeBench/482,10,111.2,79,342,804.5,561,857,9157,fail
CF_EF_UNIT_SNF,BigCodeBench/483,10,867.7,191,1256,272.6,263,287,11403,fail
CF_EF_UNIT_SNF,BigCodeBench/484,10,903.7,868,915,441.2,435,497,13449,fail
CF_EF_UNIT_SNF,BigCodeBench/485,10,271.6,244,302,372.6,351,417,6442,fail
CF_EF_UNIT_SNF,BigCodeBench/486,10,8,8,8,265,209,329,2730,fail
CF_EF_UNIT_SNF,BigCodeBench/487,10,1,1,1,509.1,468,556,5101,pass
CF_EF_UNIT_SNF,BigCodeBench/488,10,145.1,79,681,734.4,366,825,8795,fail
CF_EF_UNIT_SNF,BigCodeBench/489,10,379.9,265,433,491.4,490,504,8713,fail
CF_EF_UNIT_SNF,BigCodeBench/490,10,1,1,1,191.9,162,226,1929,pass
CF_EF_UNIT_SNF,BigCodeBench/491,10,239.8,239,241,393.3,392,405,6331,fail
CF_EF_UNIT_SNF,BigCodeBench/492,10,257.9,209,270,413.3,410,443,6712,fail
CF_EF_UNIT_SNF,BigCodeBench/493,10,8,8,8,507.5,453,565,5155,fail
CF_EF_UNIT_SNF,BigCodeBench/494,10,27.4,8,202,478.9,416,552,5063,fail
CF_EF_UNIT_SNF,BigCodeBench/495,10,1,1,1,197.3,160,240,1983,pass
CF_EF_UNIT_SNF,BigCodeBench/496,10,22.8,1,219,424,358,502,4468,pass
CF_EF_UNIT_SNF,BigCodeBench/497,10,37.8,8,306,185.7,39,258,2235,fail
CF_EF_UNIT_SNF,BigCodeBench/498,10,1,1,1,133.3,103,167,1343,pass
CF_EF_UNIT_SNF,BigCodeBench/499,10,93.3,79,163,687.4,184,813,7807,fail
CF_EF_UNIT_SNF,BigCodeBench/500,10,1,1,1,280.6,204,372,2816,pass
CF_EF_UNIT_SNF,BigCodeBench/501,10,121.1,79,441,770.6,466,836,8917,fail
CF_EF_UNIT_SNF,BigCodeBench/502,10,8,8,8,468.7,395,555,4767,fail
CF_EF_UNIT_SNF,BigCodeBench/503,10,275.1,219,433,150.4,139,181,4255,fail
CF_EF_UNIT_SNF,BigCodeBench/504,10,148.8,144,150,169.9,169,178,3187,fail
CF_EF_UNIT_SNF,BigCodeBench/505,10,1,1,1,145.6,123,171,1466,pass
CF_EF_UNIT_SNF,BigCodeBench/506,10,111.5,79,219,883.1,735,1457,9946,fail
CF_EF_UNIT_SNF,BigCodeBench/507,10,98,79,210,792.9,349,897,8909,fail
CF_EF_UNIT_SNF,BigCodeBench/508,10,1,1,1,203.8,170,242,2048,pass
CF_EF_UNIT_SNF,BigCodeBench/509,10,125.9,79,489,833.5,640,857,9594,fail
CF_EF_UNIT_SNF,BigCodeBench/510,10,45.1,8,379,171,142,206,2161,fail
CF_EF_UNIT_SNF,BigCodeBench/511,10,108.4,79,285,645.7,19,1228,7541,fail
CF_EF_UNIT_SNF,BigCodeBench/512,10,154.2,151,162,380.6,379,395,5348,fail
CF_EF_UNIT_SNF,BigCodeBench/513,10,110,81,282,782.6,39,1361,8926,fail
CF_EF_UNIT_SNF,BigCodeBench/514,10,8,8,8,313.4,273,361,3214,fail
CF_EF_UNIT_SNF,BigCodeBench/515,10,1,1,1,389.8,353,433,3908,pass
CF_EF_UNIT_SNF,BigCodeBench/516,10,93.8,79,168,758.4,372,852,8522,fail
CF_EF_UNIT_SNF,BigCodeBench/517,10,1,1,1,309.8,246,382,3108,pass
CF_EF_UNIT_SNF,BigCodeBench/518,10,224.9,216,229,235.8,235,243,4607,fail
CF_EF_UNIT_SNF,BigCodeBench/519,10,1121.8,1038,1382,162.1,125,191,12839,fail
CF_EF_UNIT_SNF,BigCodeBench/520,10,8,8,8,422.2,389,461,4302,fail
CF_EF_UNIT_SNF,BigCodeBench/521,10,1590.9,1224,1645,205.9,205,214,17968,fail
CF_EF_UNIT_SNF,BigCodeBench/522,10,100.1,82,213,198.9,15,952,2990,fail
CF_EF_UNIT_SNF,BigCodeBench/523,10,179.7,79,1027,743.3,349,803,9230,fail
CF_EF_UNIT_SNF,BigCodeBench/524,10,501.2,485,508,461.8,461,469,9630,fail
CF_EF_UNIT_SNF,BigCodeBench/525,10,637.4,113,696,281.5,268,283,9189,fail
CF_EF_UNIT_SNF,BigCodeBench/526,10,8,8,8,358.1,292,436,3661,fail
CF_EF_UNIT_SNF,BigCodeBench/527,10,162.1,156,175,224.6,223,239,3867,fail
CF_EF_UNIT_SNF,BigCodeBench/528,10,8,8,8,368.3,299,451,3763,fail
CF_EF_UNIT_SNF,BigCodeBench/529,10,8,8,8,398.6,346,458,4066,fail
CF_EF_UNIT_SNF,BigCodeBench/530,10,8,8,8,610.5,515,723,6185,fail
CF_EF_UNIT_SNF,BigCodeBench/531,10,209.7,8,775,426.8,382,490,6365,fail
CF_EF_UNIT_SNF,BigCodeBench/532,10,8,8,8,495.4,415,591,5034,fail
CF_EF_UNIT_SNF,BigCodeBench/533,10,99.4,79,224,692.6,285,793,7920,fail
CF_EF_UNIT_SNF,BigCodeBench/534,10,337.7,236,747,177.6,70,224,5153,fail
CF_EF_UNIT_SNF,BigCodeBench/535,10,153,145,162,428.9,427,446,5819,fail
CF_EF_UNIT_SNF,BigCodeBench/536,10,1,1,1,203.1,158,254,2041,pass
CF_EF_UNIT_SNF,BigCodeBench/537,10,8,8,8,207.2,155,267,2152,fail
CF_EF_UNIT_SNF,BigCodeBench/538,10,88.8,79,138,824.9,27,1173,9137,fail
CF_EF_UNIT_SNF,BigCodeBench/539,10,1,1,1,441.3,389,501,4423,pass
CF_EF_UNIT_SNF,BigCodeBench/540,10,105.3,79,283,700.6,362,782,8059,fail
CF_EF_UNIT_SNF,BigCodeBench/541,10,8,8,8,220.1,158,294,2281,fail
CF_EF_UNIT_SNF,BigCodeBench/542,10,1,1,1,428.6,265,625,4296,pass
CF_EF_UNIT_SNF,BigCodeBench/543,10,48.5,1,249,184.8,160,215,2333,pass
CF_EF_UNIT_SNF,BigCodeBench/544,10,295.2,278,311,283.1,127,1432,5783,fail
CF_EF_UNIT_SNF,BigCodeBench/545,10,35.4,1,345,348.2,186,546,3836,pass
CF_EF_UNIT_SNF,BigCodeBench/546,10,1,1,1,212.1,168,264,2131,pass
CF_EF_UNIT_SNF,BigCodeBench/547,10,1,1,1,156.1,118,198,1571,pass
CF_EF_UNIT_SNF,BigCodeBench/548,10,1579.3,1390,2044,171.1,170,181,17504,fail
CF_EF_UNIT_SNF,BigCodeBench/549,10,1,1,1,250.2,217,289,2512,pass
CF_EF_UNIT_SNF,BigCodeBench/550,10,1302.2,908,1570,247.4,197,266,15496,fail
CF_EF_UNIT_SNF,BigCodeBench/551,10,149.6,8,486,161.9,33,326,3115,fail
CF_EF_UNIT_SNF,BigCodeBench/552,10,1,1,1,341.9,254,446,3429,pass
CF_EF_UNIT_SNF,BigCodeBench/553,10,1042.2,627,1093,292,288,318,13342,fail
CF_EF_UNIT_SNF,BigCodeBench/554,10,1,1,1,352.5,322,386,3535,pass
CF_EF_UNIT_SNF,BigCodeBench/555,10,1,1,1,373.6,297,465,3746,pass
CF_EF_UNIT_SNF,BigCodeBench/556,10,1,1,1,332.2,273,401,3332,pass
CF_EF_UNIT_SNF,BigCodeBench/557,10,319.9,82,701,525.5,340,786,8454,fail
CF_EF_UNIT_SNF,BigCodeBench/558,10,367.2,138,870,209,185,232,5762,fail
CF_EF_UNIT_SNF,BigCodeBench/559,10,1,1,1,344.2,282,418,3452,pass
CF_EF_UNIT_SNF,BigCodeBench/560,10,366.3,356,445,276,243,412,6423,fail
CF_EF_UNIT_SNF,BigCodeBench/561,10,130.2,87,357,72.6,34,157,2028,fail
CF_EF_UNIT_SNF,BigCodeBench/562,10,98.2,79,242,1017.3,267,1444,11155,fail
CF_EF_UNIT_SNF,BigCodeBench/563,10,1,1,1,199.3,155,251,2003,pass
CF_EF_UNIT_SNF,BigCodeBench/564,10,8,8,8,339.8,285,405,3478,fail
CF_EF_UNIT_SNF,BigCodeBench/565,10,8,8,8,275.8,239,319,2838,fail
CF_EF_UNIT_SNF,BigCodeBench/566,10,22.6,1,110,279.4,261,304,3020,pass
CF_EF_UNIT_SNF,BigCodeBench/567,10,126.2,82,484,678.9,202,797,8051,fail
CF_EF_UNIT_SNF,BigCodeBench/568,10,909.5,890,914,333.9,333,342,12434,fail
CF_EF_UNIT_SNF,BigCodeBench/569,10,116.7,108,179,237.2,230,238,3539,fail
CF_EF_UNIT_SNF,BigCodeBench/570,10,190.4,185,194,310.8,310,318,5012,fail
CF_EF_UNIT_SNF,BigCodeBench/571,10,31.4,8,128,278.8,248,313,3102,fail
CF_EF_UNIT_SNF,BigCodeBench/572,10,853.6,735,1333,235.1,233,248,10887,fail
CF_EF_UNIT_SNF,BigCodeBench/573,10,207.1,79,1301,702.8,253,777,9099,fail
CF_EF_UNIT_SNF,BigCodeBench/574,10,221.4,218,240,214.6,201,225,4360,fail
CF_EF_UNIT_SNF,BigCodeBench/575,10,904.7,872,921,122.1,121,132,10268,fail
CF_EF_UNIT_SNF,BigCodeBench/576,10,2.4,1,8,307.4,270,342,3098,pass
